date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:23:05	10347/10347	---MC-	502	error ('Bad%20Gateway')	text/html	date:Tue,%2016%20Apr%202024%2017:23:05%20GMT	https://cw.acm.ovh/_ipx/w_256,q_75/https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fstudents%2F20192025031.jpg?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fstudents%2F20192025031.jpg&w=256&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_ipx/w_256,q_75/https_/acmud.acm.org/coworking-public/students/20192025031.f16d8.delayed	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
12:23:06	223/223	---MC-	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2016%20Apr%202024%2017:23:06%20GMT	https://cw.acm.ovh/_next/image?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png&w=3840&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/image.106ce8.delayed	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
12:23:17	10347/10347	---MC-	502	error ('Bad%20Gateway')	text/html	date:Tue,%2016%20Apr%202024%2017:23:17%20GMT	https://cw.acm.ovh/_ipx/w_3840,q_75/https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png&w=3840&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_ipx/w_3840,q_75/https_/acmud.acm.org/coworking-public/groups/65e332d0b29147bb4a7acb33.116ce8.delayed	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
12:23:31	27316/27316	---M--	200	added ('OK')	font/woff2	etag:%22c2243d3679324bfe1fc5c6d67ccc6c58-ssl%22	https://cw.acm.ovh/_next/static/media/ec159349637c90ad-s.woff2	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/static/media/ec159349637c90ad-s.woff2	(from https://cw.acm.ovh/_next/static/css/ac428ca6dce7559e.css)
12:23:32	17612/17612	---M--	200	added ('OK')	font/woff2	etag:%22e9c8a6dcc40066191d7daca0b542ac46-ssl%22	https://cw.acm.ovh/_next/static/media/513657b02c5c193f-s.woff2	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/static/media/513657b02c5c193f-s.woff2	(from https://cw.acm.ovh/_next/static/css/ac428ca6dce7559e.css)
12:23:33	12768/12768	---M--	200	added ('OK')	font/woff2	etag:%2201d5f9e1ec0c1e886b6703e25cdb9f71-ssl%22	https://cw.acm.ovh/_next/static/media/fd4db3eb5472fc27-s.woff2	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/static/media/fd4db3eb5472fc27-s.woff2	(from https://cw.acm.ovh/_next/static/css/ac428ca6dce7559e.css)
12:23:33	22524/22524	---M--	200	added ('OK')	font/woff2	etag:%22e8efb2560b164c6ccda42f2c52f0625a-ssl%22	https://cw.acm.ovh/_next/static/media/51ed15f9841b9f9d-s.woff2	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/static/media/51ed15f9841b9f9d-s.woff2	(from https://cw.acm.ovh/_next/static/css/ac428ca6dce7559e.css)
12:23:33	10496/10496	---M--	200	added ('OK')	font/woff2	etag:%2241f1f7cf384588e14efaa69210f70b33-ssl%22	https://cw.acm.ovh/_next/static/media/05a31a2ca4975f99-s.woff2	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/static/media/05a31a2ca4975f99-s.woff2	(from https://cw.acm.ovh/_next/static/css/ac428ca6dce7559e.css)
12:23:46	80044/80044	---M--	200	added ('OK')	font/woff2	etag:%22e1b28b0e78c9fa78f78f19f221752c06-ssl%22	https://cw.acm.ovh/_next/static/media/d6b16ce4a6175f26-s.woff2	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_next/static/media/d6b16ce4a6175f26-s.woff2	(from https://cw.acm.ovh/_next/static/css/ac428ca6dce7559e.css)
12:23:46	0/-1	---M--	502	error ('')			https://cw.acm.ovh/_ipx/w_256,q_75/https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fstudents%2F20192025031.jpg?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fstudents%2F20192025031.jpg&w=256&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_ipx/w_256,q_75/https_/acmud.acm.org/coworking-public/students/2019202503116d8.html	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
12:23:46	0/-1	---M--	502	error ('')			https://cw.acm.ovh/_ipx/w_3840,q_75/https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png&w=3840&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_ipx/w_3840,q_75/https_/acmud.acm.org/coworking-public/groups/65e332d0b29147bb4a7acb336ce8.html	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
12:23:58	0/-1	---M--	502	error ('')			https://cw.acm.ovh/_ipx/w_256,q_75/https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fstudents%2F20192025031.jpg?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fstudents%2F20192025031.jpg&w=256&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_ipx/w_256,q_75/https_/acmud.acm.org/coworking-public/students/2019202503116d8.html	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
12:23:58	0/-1	---M--	502	error ('')			https://cw.acm.ovh/_ipx/w_3840,q_75/https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png?url=https%3A%2F%2Facmud.acm.org%2Fcoworking-public%2Fgroups%2F65e332d0b29147bb4a7acb33.png&w=3840&q=75	C:/My%20Web%20Sites/COWORKING/cw.acm.ovh/_ipx/w_3840,q_75/https_/acmud.acm.org/coworking-public/groups/65e332d0b29147bb4a7acb336ce8.html	(from https://cw.acm.ovh/100b9fd4-03f9-4d83-865a-7242251e3191)
